Tamanho da Mensagem;Tempo de Resposta
0;32,08517035970008
5000;73,04537398026858
10000;114,93238682159063
15000;156,66828574096897
20000;197,78283657320952
25000;239,43750267221645
30000;280,4748666212227
35000;322,78834602827163
40000;363,4653222469521
45000;405,55013030147325
50000;446,76488591513623
55000;492,01007566877354
60000;533,1290482221375
