Tamanho da Mensagem;Tempo de Resposta
0;13,790988782273567
5000;25,719337409630292
10000;40,65361586971149
15000;56,993554405385424
20000;73,81107093295915
25000;89,46254304254232
30000;104,6701326070684
35000;119,40951958308023
40000;137,44210961169824
45000;154,62787693462798
50000;174,5280596444502
55000;185,15815075296138
60000;202,02749698118967
