Tamanho da Mensagem;Tempo de Resposta
0;0,0990026882497638
5000;0,08939969542178855
10000;0,09022303736990901
15000;0,15138903684104843
20000;0,10933962575443876
25000;0,1951723008298917
30000;0,12794783346674368
35000;0,09092464879473165
40000;0,11850161918162594
45000;0,16141590362310343
50000;0,15284796774477002
55000;0,16774432353140883
60000;0,14966708976949814
