Tamanho da Mensagem;Tempo de Resposta
0;0,28071451136541886
5000;0,2468526580576892
10000;0,2483158469199182
15000;0,27902472024900565
20000;0,27745935172959013
25000;0,2635156240922407
30000;0,35487068128970084
35000;0,3043924356734521
40000;0,3154480206921011
45000;0,3426549742010266
50000;0,332206213514884
55000;0,38510688718349156
60000;0,4049360354211313
65000;0,41049267552842483
70000;0,43690860332061987
75000;0,42101650649102373
80000;0,42155590416412797
85000;0,744222548859237
90000;0,7731797686933967
95000;0,44932310969790135
100000;0,4928100271501732
